Y,X1,X2,X3
56293545,119,517,915
6403275,15,447,955
16052850,47,345,990
33317658,99,382,881
70417344,194,456,796
98994688,278,416,856
22847804,67,532,641
139230470,265,593,886
45133848,142,327,972
48139920,204,380,621
82267640,233,520,679
11577970,46,355,709
61584256,167,536,688
82418580,174,554,855
59549789,191,377,827
14596806,42,379,917
24546060,70,414,847
31046004,62,594,843
53083539,177,423,709
23427616,46,556,916
84368400,300,334,842
114580158,253,526,861
81312444,188,579,747
15679440,40,459,854
25874001,79,453,723
72103272,199,487,744
95129580,266,390,917
66019959,257,391,657
60467044,151,418,958
56092960,157,406,880
78667038,258,491,621
11064924,39,444,639
37362576,118,474,668
86649962,179,487,994
28971267,93,403,773
77961090,205,482,789
91441402,221,443,934
78362670,185,454,933
32533500,82,575,690
53384500,191,430,650
114348000,300,520,733
33531520,121,433,640
49891250,125,478,835
24265035,51,545,873
608580,2,322,945
18218208,46,446,888
66193920,156,480,884
24593220,102,342,705
131341800,300,457,958
36285820,95,548,697
41518896,136,438,697
42881200,115,395,944
99861562,262,563,677
45556500,251,300,605
105297732,254,486,853
53348040,180,391,758
22883740,59,451,860
23557006,121,313,622
79085160,270,308,951
6045450,15,410,983
47028800,140,380,884
40992210,126,345,943
77329645,239,397,815
56330064,141,492,812
37233400,85,470,932
16199424,64,316,801
61978752,134,576,803
91695450,175,561,934
62687976,221,318,892
15379584,64,331,726
97331952,276,524,673
104639720,181,596,970
55521000,150,398,930
57707604,237,394,618
58840600,280,305,689
77032935,211,399,915
39420940,109,428,845
76719582,277,446,621
47044800,132,405,880
99886092,197,564,899
127829754,282,591,767
29142820,103,470,602
87273200,200,439,994
2603958,6,521,833
101518872,188,559,966
115575408,234,577,856
92968700,223,550,758
135995000,295,500,922
67193280,202,504,660
81072180,148,555,987
35685720,119,392,765
52738560,192,327,840
99508032,274,468,776
84710645,233,445,817
1404865,5,451,623
106237440,290,432,848
79994256,228,367,956
109192720,283,455,848
20610389,79,317,823
780528,3,322,808
9503340,21,484,935
105766388,287,494,746
71507280,208,559,615
11275125,25,535,843
72633744,248,307,954
94660608,256,497,744
36731575,115,503,635
49086864,111,444,996
17637620,65,308,881
2935296,6,546,896
100064640,211,520,912
10053736,28,418,859
21645960,70,353,876
59506590,121,582,845
29202186,62,507,929
47812044,217,301,732
54636960,168,404,805
27567750,125,354,623
86050320,295,309,944
61923504,159,482,808
53645592,182,484,609
101084256,234,532,812
16583460,69,394,610
17016896,52,452,724
68312790,190,439,819
63516420,165,444,867
2005575,5,429,935
5606280,20,358,783
43647788,181,361,668
69305600,208,392,850
75928554,167,522,871
22186276,116,307,623
5045040,11,588,780
33883240,94,538,670
1824000,5,384,950
43366752,162,429,624
36166770,87,447,930
70269072,244,412,699
50398200,153,488,675
110026936,248,487,911
37421352,158,324,731
10258920,27,460,826
68699550,174,425,929
104312768,203,518,992
122493600,270,530,856
41277600,150,364,756
60662520,135,474,948
108135432,244,566,783
100637892,204,569,867
25183620,79,462,690
75530664,249,383,792
20172870,45,502,893
47309184,169,384,729
14823458,37,494,811
66848297,139,593,811
21232427,97,307,713
56769570,121,585,802
56629125,135,525,799
59677500,218,438,625
19125680,40,574,833
30578880,120,424,601
91288798,181,599,842
49281440,152,430,754
2561280,10,384,667
87069240,246,510,694
45253845,129,455,771
15052848,53,388,732
55580700,199,399,700
40539856,89,581,784
39473830,101,418,935
10218750,30,545,625
32604120,145,324,694
59746328,244,382,641
18081336,56,487,663
41412000,168,340,725
62377539,229,357,763
101333232,259,456,858
52386528,232,372,607
33269544,136,353,693
21893376,58,384,983
5415960,22,373,660
103766250,201,590,875
37868916,83,591,772
16268032,53,352,872
2271000,10,300,757
67286108,166,521,778
78056180,281,380,731
41974524,162,367,706
40329135,77,565,927
81333168,204,406,982
105551600,253,596,700
61198782,223,318,863
80558955,171,551,855
133553420,245,572,953
15475614,43,399,902
134342776,292,499,922
539742,1,543,994
85190490,231,570,647
22722282,81,451,622
99532800,256,432,900
81307369,299,419,649
150684040,293,520,989
30803080,88,365,959
0,0,356,794
17127024,34,556,906
39468000,80,575,858
28695150,75,527,726
13560458,29,578,809
5352144,17,336,937
106238000,250,439,968
9592128,21,468,976
9504768,26,544,672
105787500,300,455,775
90256320,280,396,814
74278050,210,545,649
66934586,178,523,719
30626100,95,405,796
12938128,56,331,698
112389788,266,578,731
6444324,23,362,774
24678080,80,479,644
19554352,37,536,986
39654840,158,356,705
43535195,227,317,605
87834979,191,577,797
23516080,56,490,857
15270180,60,307,829
27675900,115,315,764
89768250,186,585,825
101431520,272,419,890
113288784,294,392,983
35192364,131,366,734
7071649,23,353,871
30615000,100,390,785
8730720,30,423,688
16447200,80,330,623
78733347,203,511,759
45767070,157,395,738
28602392,104,389,707
32889402,97,546,621
95719644,213,513,876
23968890,93,330,781
93288244,262,406,877
11267424,27,432,966
30355908,82,426,869
15612075,45,505,687
125591200,280,547,820
10164960,30,362,936
17792320,70,338,752
62277120,216,320,901
21046323,51,499,827
21849310,70,331,943
115529760,282,569,720
122648398,269,554,823
75909075,275,303,911
70473840,255,368,751
60424000,200,364,830
41476617,153,331,819
73654860,246,379,790
53657520,133,492,820
24201210,59,565,726
20505030,74,377,735
17153487,39,541,813
19075475,83,317,725
56147850,199,418,675
10316480,40,313,824
67655658,246,389,707
34503552,96,366,982
57922326,161,474,759
30999780,70,531,834
45932705,157,455,643
1004160,3,523,640
54827864,196,371,754
76638975,155,595,831
78340626,169,566,819
37958832,92,438,942
43189128,131,456,723
54608112,124,468,941
93381288,299,429,728
50361600,150,344,976
32723028,102,457,702
54406660,206,343,770
68438076,266,313,822
152337328,286,556,958
71385405,241,465,637
2734200,9,392,775
99249920,212,560,836
109956000,280,462,850
11547900,20,585,987
82270080,276,460,648
14096320,49,310,928
50741376,172,336,878
68333200,200,442,773
145287516,267,596,913
43653753,143,317,963
63879840,180,424,837
39244424,152,307,841
61456384,176,352,992
123146560,274,530,848
11565984,32,373,969
30888228,84,401,917
3731858,13,362,793
60282306,159,413,918
9410310,35,383,702
9646186,19,517,982
34256292,149,357,644
80827305,195,457,907
18654540,71,435,604
62171200,175,448,793
18525186,54,519,661
4791920,14,398,860
53878500,234,307,750
56491050,210,365,737
13212750,50,395,669
29389360,88,367,910
28219100,65,443,980
7133224,14,587,868
26027352,72,403,897
75794940,295,324,793
145943226,286,531,961
24145632,84,348,826
18113004,76,351,679
40608386,109,598,623
8010808,17,598,788
109135298,206,563,941
25219668,59,597,716
91059255,167,577,945
8193960,18,562,810
78027120,240,353,921
47243040,160,339,871
38857280,76,560,913
66762840,186,524,685
10218000,26,500,786
31938624,64,549,909
91752540,215,583,732
69809712,201,443,784
66452490,257,306,845
133366275,289,525,879
55409494,158,421,833
18345864,86,348,613
69101637,181,503,759
42029712,102,472,873
166691216,296,586,961
60113900,185,422,770
21341199,101,337,627
38371872,179,319,672
55765800,138,450,898
140806512,272,581,891
90896000,200,598,760
31864720,118,314,860
16803765,55,409,747
84921375,173,561,875
115053696,288,548,729
36133425,75,597,807
128275600,230,584,955
46604604,129,362,998
66589776,198,519,648
1939700,7,340,815
19809504,74,338,792
73152720,162,568,795
40966236,81,557,908
16348176,71,369,624
81834368,224,506,722
73462929,159,491,941
116805840,292,452,885
31813866,97,399,822
32008025,119,371,725
31460940,123,420,609
114192240,274,460,906
24566192,56,521,842
46398000,120,475,814
41120278,103,461,866
105378000,250,579,728
20497499,47,451,967
90298944,171,592,892
53767080,233,360,641
40040880,87,523,880
37432300,85,485,908
117797472,234,584,862
11849544,42,461,612
82888758,243,409,834
44638902,231,321,602
54909050,161,359,950
14988288,64,336,697
24219648,72,384,876
9509120,38,391,640
115952499,299,477,813
26071500,75,455,764
32084676,117,383,716
42402816,86,576,856
105944949,279,407,933
116198277,299,461,843
61635500,131,500,941
54912000,160,480,715
27507132,74,579,642
34534848,94,534,688
33889024,64,599,884
55426276,179,398,778
43929767,113,553,703
114465604,214,593,902
76240512,229,408,816
21820006,86,377,673
64044288,209,399,768
81528832,242,376,896
65861496,206,428,747
28354114,86,487,677
98354080,188,580,902
10349724,23,462,974
339456,1,408,832
72534924,191,548,693
67479008,206,472,694
92859780,235,442,894
90498744,276,518,633
123338880,276,490,912
40136382,99,503,806
9640008,31,504,617
122223725,299,415,985
12894840,43,420,714
89859588,213,532,793
587552,2,488,602
4122041,17,329,737
139009536,291,512,933
12319152,24,527,974
42192792,108,458,853
0,0,301,860
88014828,274,341,942
141241236,293,578,834
15343848,39,582,676
33873352,148,361,634
60377256,164,543,678
95905200,300,349,916
45982980,174,383,690
95036832,229,528,786
105085890,235,546,819
27682240,64,551,785
107494200,183,600,979
50572680,95,541,984
32108384,157,308,664
121979520,234,543,960
44093504,104,536,791
11491532,26,577,766
33598222,86,469,833
50089680,146,360,953
82132938,167,534,921
1537536,4,462,832
45026400,120,514,730
38356272,111,368,939
16907268,42,467,862
101617560,268,495,766
84973905,277,401,765
27870570,83,533,630
133273920,260,543,944
113150232,234,547,884
47181420,198,390,611
24113565,79,357,855
89344640,245,448,814
15649920,44,585,608
14022000,41,342,1000
52747947,207,413,617
57270240,144,491,810
75172188,146,546,943
77073120,160,513,939
2537472,8,336,944
37027240,115,334,964
48642048,174,416,672
50959881,189,437,617
106794912,294,584,622
46554668,92,577,877
3417708,12,427,667
9340128,24,452,861
4785480,12,422,945
131501394,282,513,909
20116668,57,572,617
86975546,274,331,959
85532832,261,539,608
17328636,52,549,607
51354450,137,441,850
4993872,26,302,636
90351600,255,515,688
29560221,81,387,943
79919772,173,562,822
18310690,43,439,970
59404499,203,407,719
44770227,179,317,789
12029864,59,308,662
69776721,171,459,889
9380316,33,358,794
109962528,204,568,949
69745200,210,460,722
54909330,210,373,701
51499476,174,378,783
69710200,203,425,808
12527865,27,491,945
59442336,136,513,852
31570014,98,501,643
51502150,205,370,679
35379100,100,499,709
46822168,148,499,634
114670270,265,442,979
2993960,8,445,841
34325676,116,441,671
33012592,97,356,956
45375824,173,388,676
41834354,97,446,967
83367235,167,595,839
52031538,249,342,611
94875858,242,441,889
67656600,165,510,804
7436352,22,503,672
10763631,43,381,657
46187115,123,545,689
25960338,54,573,839
8314605,39,305,699
61283211,111,583,947
40654068,182,354,631
50327730,149,405,834
2577420,9,370,774
102614057,221,587,791
466146,1,522,893
359544,1,422,852
111805044,228,563,871
65285976,266,339,724
116195310,207,594,945
26298706,67,529,742
1566297,3,549,951
100711104,208,514,942
107346036,213,574,878
14462448,48,473,637
5961594,17,422,831
50319048,179,424,663
27338925,75,479,761
48342840,105,494,932
43908774,78,587,959
41596416,128,459,708
5760280,17,344,985
72705024,288,343,736
35616018,113,401,786
19296768,64,408,739
75942944,259,476,616
64096578,273,327,718
22378720,53,455,928
39207870,115,558,611
11447436,21,572,953
13154988,44,483,619
6805440,20,417,816
10195206,34,327,917
2245950,6,483,775
123610419,277,537,831
79431008,146,592,919
11863680,48,370,668
16762932,41,554,738
60761344,224,328,827
126741000,250,509,996
45849000,145,372,850
16899840,48,432,815
30115360,80,482,781
0,0,349,739
24404048,79,449,688
94503672,173,562,972
32592690,117,445,626
52668000,160,525,627
17978112,32,578,972
24586965,53,507,915
87069600,261,556,600
46619300,218,329,650
20250230,49,578,715
109396980,252,495,877
112546040,295,412,926
104443092,279,598,626
33103339,107,361,857
119372544,263,591,768
57318300,230,351,710
43402194,166,417,627
93386601,243,539,713
19114242,69,421,658
41739390,105,418,951
129971970,285,578,789
99124416,288,382,901
49914144,147,432,786
105713720,280,589,641
10789704,24,541,831
2352640,5,512,919
21109836,57,443,836
31940385,93,461,745
40172160,160,343,732
55138590,207,390,683
39451125,95,565,735
55453104,116,542,882
36211840,112,472,685
93894372,286,366,897
67077114,249,338,797
16959800,44,593,650
73391280,213,365,944
95737824,281,468,728
62199912,184,401,843
78321040,266,433,680
79354912,196,442,916
88781840,226,460,854
39791104,92,436,992
63761203,289,341,647
31584364,97,406,802
45901450,175,419,626
19149480,70,447,612
1133856,4,381,744
70420840,155,532,854
35911995,133,383,705
58024020,164,515,687
103049597,289,383,931
24576994,89,338,817
35741433,147,317,767
119728665,279,469,915
101008818,199,519,978
49439691,171,401,721
3700125,15,345,715
38996040,92,426,995
50183000,107,536,875
21672441,63,411,837
108782775,219,537,925
28279677,83,411,829
46912140,87,570,946
62291500,190,415,790
49922400,220,366,620
111070708,283,524,749
129920442,291,589,758
34777380,165,316,667
42063372,78,578,933
25417458,62,451,909
116566002,294,467,849
32644416,84,454,856
32603280,122,393,680
37268616,134,301,924
29698218,66,519,867
61638514,203,314,967
7229880,36,302,665
6431040,22,435,672
12278385,35,549,639
30734704,91,404,836
25066734,98,337,759
135575550,275,549,898
49778568,126,566,698
5895680,14,448,940
5905620,30,327,602
38810640,122,482,660
6186570,15,547,754
68439520,188,380,958
44548140,82,597,910
7961312,23,464,746
16564848,48,433,797
58045650,221,425,618
61094016,192,362,879
29368010,145,322,629
66503584,166,584,686
41083200,120,360,951
69625014,213,353,926
70364700,204,525,657
19243116,47,446,918
108349857,289,541,693
55560180,115,489,988
118117440,210,567,992
56637410,241,331,710
1982880,6,408,810
43355967,101,443,969
25226316,81,369,844
48469772,106,559,818
55266149,131,439,961
17686416,86,328,627
17567810,65,401,674
7881048,21,456,823
95463795,203,535,879
47811582,101,546,867
56906080,149,440,868
142917810,294,595,817
55405256,226,367,668
66836820,235,346,822
100119120,255,424,926
93645390,295,382,831
91686780,228,415,969
9193360,40,337,682
84982512,292,474,614
113896340,290,547,718
50305024,116,512,847
43548800,155,320,878
1147500,5,375,612
144493536,264,586,934
49304241,147,449,747
90346780,239,410,922
87864620,211,443,940
30079296,104,312,927
72116262,219,426,773
30314502,102,471,631
77187920,178,586,740
55695536,152,442,829
24402816,46,576,921
59194800,225,324,812
114093252,234,546,893
12292005,41,395,759
101982240,288,549,645
132211776,229,582,992
121512144,222,554,988
72906600,200,507,719
53043480,147,465,776
34497930,115,346,867
29993600,104,412,700
93211152,237,523,752
54884996,199,361,764
64646810,218,467,635
64959937,211,427,721
55604668,236,347,679
10509264,34,477,648
74926074,267,386,727
85365328,232,437,842
30303720,60,597,846
48742980,130,429,874
56216160,195,312,924
35404200,68,534,975
91032864,248,543,676
94492820,185,596,857
32724324,131,324,771
38862612,102,549,694
10355500,25,596,695
17537250,67,375,698
40814680,164,410,607
92616000,300,340,908
72372468,204,413,859
26243712,132,327,608
43891507,107,419,979
18849186,54,379,921
37787200,113,475,704
84816760,214,532,745
60527376,156,596,651
116818266,246,577,823
60757560,180,557,606
93249216,178,544,963
50396250,125,445,906
72822402,171,531,802
59869056,179,536,624
85468370,169,515,982
23658804,78,369,822
99905400,189,600,881
117654768,252,594,786
11715955,41,335,853
55218636,209,358,738
34649400,79,600,731
16967088,48,493,717
122547360,246,520,958
59789808,123,494,984
59251500,190,315,990
30694365,117,355,739
21782596,86,319,794
61948335,263,383,615
58604940,103,580,981
10655400,59,301,600
43945048,148,334,889
74741184,224,334,999
89555004,198,534,847
2625856,8,356,922
89688443,191,533,881
59379132,139,582,734
9710928,27,508,708
27396096,84,364,896
27881568,78,528,677
86135600,212,425,956
63197550,150,507,831
24886680,120,301,689
41584670,167,370,673
94887936,256,432,858
42683940,185,306,754
62269438,191,406,803
35459928,84,437,966
11373032,44,341,758
116734716,293,459,868
25538328,72,453,783
37420720,124,395,764
20075250,87,325,710
4337550,9,525,918
0,0,468,698
27966960,84,465,716
75239604,243,341,908
14710780,35,476,883
41678415,155,433,621
2971710,9,530,623
89167320,230,484,801
57417056,214,409,656
15973608,47,357,952
50430800,140,581,620
10320516,43,354,678
7409304,24,427,723
36967040,88,445,944
56296962,171,391,842
20705355,55,573,657
129186044,278,586,793
84415125,229,375,983
91147000,203,449,1000
90430990,289,377,830
88132992,283,384,811
127590477,257,503,987
35148945,85,461,897
92749440,210,536,824
94131180,234,583,690
21998304,81,368,738
2630639,11,379,631
49412760,185,372,718
21878250,75,310,941
93682068,292,467,687
28073268,103,402,678
90062812,217,508,817
128128728,238,546,986
66558240,142,560,837
50047902,222,333,677
61479072,232,433,612
73239621,221,367,903
54276664,229,344,689
23627025,87,355,765
138809592,298,513,908
18706392,51,493,744
29504358,106,351,793
26809600,118,355,640
30865791,59,573,913
7744800,24,350,922
8523060,21,455,892
125962980,277,583,780
75621584,262,331,872
63442368,171,527,704
100420070,230,463,943
105990930,291,513,710
48717123,169,371,777
130417140,277,532,885
89028096,256,389,894
16792202,53,427,742
75371904,216,386,904
51758280,171,460,658
40046832,189,328,646
81617544,239,372,918
45822735,105,597,731
81551736,284,371,774
42073200,155,360,754
76693200,237,400,809
80520252,191,516,817
65385216,118,576,962
7433304,31,309,776
113021572,281,521,772
70231308,151,588,791
81734427,237,477,723
17426340,60,347,837
19592860,70,349,802
84608160,208,455,894
13895409,51,341,799
46488687,141,469,703
70752780,241,315,932
32629212,77,447,948
57538688,236,304,802
16214880,37,498,880
30550875,125,317,771
69940992,128,561,974
94730376,258,598,614
54083766,177,418,731
57206480,163,428,820
74371816,292,367,694
123380232,277,554,804
42063780,138,326,935
33044737,121,407,671
3136320,8,495,792
14000736,47,464,642
24561300,62,475,834
72218160,252,445,644
29194880,110,377,704
85705788,233,453,812
0,0,582,926
74924752,257,304,959
65164176,264,378,653
944640,3,512,615
17423912,88,323,613
86962820,170,599,854
41135616,96,474,904
20821150,101,310,665
57528240,120,566,847
96966069,251,393,983
72448610,163,526,845
4282368,12,512,697
47519880,120,461,859
46888244,116,527,767
71430975,165,589,735
53856000,102,550,960
115843392,252,488,942
70181280,230,312,978
48869900,170,323,890
47571480,99,586,820
43812650,175,302,829
34839200,107,407,800
17005344,48,577,614
47710860,93,565,908
94039616,278,352,961
96251688,204,526,897
113224800,260,570,764
117052800,267,548,800
9442004,26,374,971
38092416,92,454,912
96494916,294,433,758
34208811,153,351,637
69247230,195,554,641
59369214,202,313,939
48888250,125,566,691
33150816,102,333,976
51222598,119,577,746
55091256,138,473,844
97107024,246,424,931
16345719,57,387,741
22721907,73,347,897
75557760,230,354,928
61081482,194,329,957
12798270,45,321,886
68850000,180,450,850
42340812,102,493,842
115992576,248,522,896
49612420,143,415,836
44391060,147,420,719
81019224,244,473,702
59863650,213,365,770
50968400,112,545,835
82182085,235,389,899
88027500,275,388,825
150991170,291,530,979
57017184,124,483,952
52774686,139,534,711
49555850,173,425,674
82414080,292,392,720
106992600,260,430,957
53048292,132,479,839
104673296,232,518,871
51251900,175,422,694
47215432,88,563,953
5572320,19,312,940
57002876,196,337,863
107510733,243,451,981
71155881,151,563,837
30790440,93,445,744
12012000,26,550,840
5735625,19,345,875
57215840,236,319,760
120431025,247,591,825
4928028,17,357,812
100239174,238,513,821
43945290,171,310,829
56832430,265,314,683
71915940,174,599,690
68059605,241,335,843
107685348,268,453,887
29223495,113,315,821
111475780,236,559,845
44337728,122,554,656
59679180,165,459,788
61835598,242,319,801
40547108,119,566,602
110192628,226,494,987
40959999,111,519,711
36653375,115,475,671
63821520,135,536,882
14562756,58,377,666
105168440,260,526,769
84476280,228,395,938
114843600,285,438,920
108732000,250,533,816
11555648,43,304,884
36353124,87,477,876
40765364,139,314,934
54119112,129,458,916
74972480,209,380,944
36518560,104,485,724
136608150,281,525,926
89043825,271,337,975
11332263,43,321,821
39972918,159,337,746
79893324,147,558,974
70374510,254,393,705
33863544,143,312,759
92684000,188,500,986
52220030,149,505,694
74856250,250,413,725
73930995,285,369,703
81526690,245,439,758
81515952,284,357,804
60528336,177,536,638
89635084,238,583,646
26488890,51,597,870
47141472,174,413,656
15023340,43,540,647
136295016,263,572,906
37170090,109,421,810
89718384,226,417,952
16434600,65,420,602
33835200,80,530,798
13326807,31,453,949
78905682,222,461,771
16599600,50,522,636
31451428,82,493,778
88125200,290,428,710
3644712,9,454,892
88563280,268,403,820
77138320,230,424,791
136505784,278,498,986
18509920,65,352,809
14924994,59,317,798
63614272,118,544,991
83513328,226,534,692
15895616,64,337,737
41965560,182,366,630
81669510,249,435,754
28004292,108,423,613
102173400,238,540,795
59086944,126,553,848
54698112,168,336,969
77508508,262,374,791
25523424,72,516,687
103541900,220,595,791
3561840,9,582,680
27496665,63,549,795
4323055,11,415,947
46228824,171,376,719
48387900,110,473,930
49902489,169,301,981
34656336,153,363,624
39820032,126,384,823
72332960,145,524,952
57944552,232,379,659
49472830,202,305,803
45820656,126,524,694
949392,4,342,694
98476336,226,502,868
89799912,257,414,844
11172222,54,313,661
4888520,17,395,728
75869640,264,345,833
33063513,139,329,723
16220958,51,338,941
54856648,172,418,763
67307460,242,365,762
18266724,63,346,838
27858336,92,444,682
17820648,81,356,618
45619200,120,384,990
58418550,218,397,675
56873520,172,501,660
63084204,214,318,927
87386442,242,591,611
18553535,91,337,605
61790560,122,520,974
66509100,170,483,810
17083764,54,317,998
65053872,279,304,767
12029616,36,556,601
5409690,11,582,845
69229440,280,303,816
91530450,275,369,902
92453238,243,414,919
6678000,25,315,848
59669820,142,483,870
95692168,286,466,718
100625000,175,575,1000
38386143,107,387,927
66594848,152,578,758
55834434,162,523,659
43400682,117,386,961
22659912,68,363,918
115096681,271,581,731
55933500,147,500,761
77278200,236,354,925
18161820,90,333,606
80023440,276,380,763
97223399,277,377,931
8085520,20,479,844
44804826,102,459,957
85551840,264,491,660
23722842,86,429,643
24811776,88,352,801
12724105,31,515,797
87133200,210,451,920
75036201,229,457,717
90889344,234,578,672
62865504,261,312,772
37913400,102,531,700
29357640,82,510,702
75692430,198,505,757
47844015,173,309,895
96289170,223,555,778
92276000,170,590,920
62848750,274,367,625
11319715,29,517,755
13823040,40,462,748
70680408,291,313,776
73587800,286,415,620
83813288,184,481,947
12654766,34,467,797
20448864,72,404,703
126951440,296,557,770
24384228,101,341,708
132473520,274,510,948
143728806,293,494,993
26742144,78,487,704
68927895,281,345,711
17169570,47,405,902
102655350,213,510,945
121006394,257,593,794
74310588,198,426,881
88184484,262,542,621
70222284,198,463,766
70697142,173,438,933
26598375,75,555,639
13351018,31,478,901
40161957,129,341,913
17771310,45,521,758
86127300,270,343,930
103304877,229,559,807
4083092,13,337,932
38343430,151,335,758
70952310,298,333,715
41730954,183,323,706
52506440,172,343,890
31984680,87,404,910
96407136,291,544,609
101102040,260,513,758
49819440,220,334,678
49828653,191,303,861
37373200,100,401,932
130587210,239,585,934
72440620,245,386,766
53780040,186,395,732
3729880,10,539,692
54837720,120,463,987
32846070,69,526,905
78002430,253,478,645
30516570,118,315,821
52195318,266,317,619
30149895,115,311,843
88261280,170,592,877
102459588,294,511,682
6136299,13,537,879
27269646,62,541,813
96991776,196,522,948
47539856,182,317,824
93332106,219,511,834
36048320,154,352,665
51495456,202,376,678
16261014,42,577,671
47727240,190,346,726
3063696,12,332,769
2852710,7,415,982
51831900,180,405,711
79617120,220,408,887
28456500,125,366,622
4243590,15,338,837
54681501,203,381,707
6574608,16,513,801
44920050,175,358,717
111440700,252,475,931
45323488,122,428,868
33300000,111,300,1000
68056632,276,309,798
78116420,173,535,844
51537270,233,365,606
54545600,160,467,730
86465808,264,338,969
114765640,229,536,935
145144130,295,499,986
32131592,134,397,604
22798774,89,367,698
91526400,288,350,908
133991480,245,548,998
15472080,60,342,754
27463800,65,503,840
7284030,19,390,983
53704236,127,538,786
16144324,41,574,686
76740687,137,571,981
63465120,120,531,996
39918912,88,461,984
42385540,188,335,673
55780032,224,363,686
63678006,171,469,794
132008000,250,569,928
82469736,254,522,622
4909240,14,445,788
13922370,42,539,615
10134380,41,340,727
101491236,287,396,893
2170233,9,351,687
83006770,154,545,989
5490705,11,535,933
154021972,289,554,962
34132582,79,451,958
29459520,64,477,965
118559700,287,450,918
31956138,86,477,779
88429440,220,424,948
21529872,72,371,806
65245830,195,442,757
56740194,173,342,959
21511494,73,321,918
6050208,19,428,744
56190680,182,359,860
31003516,106,358,817
73412352,258,456,624
121676181,219,583,953
99266160,276,367,980
7851104,32,349,703
81979680,178,505,912
39026520,90,538,806
53470560,165,416,779
37904328,154,318,774
61308225,275,359,621
111487512,296,563,669
32476644,122,414,643
40671360,92,480,921
124292768,296,452,929
56017500,154,485,750
25490520,66,471,820
79521885,249,453,705
76048350,235,469,690
69878820,220,443,717
25488678,51,566,883
58504680,195,324,926
30038184,97,506,612
131673386,298,533,829
47995920,214,356,630
124432044,284,561,781
4141200,14,425,696
76479480,178,495,868
49813764,182,319,858
32000658,106,309,977
8571128,19,527,856
43688688,183,344,694
113762560,244,470,992
101557260,270,401,938
89968340,235,484,791
34243200,87,400,984
43242780,140,447,691
81885792,268,439,696
101903328,222,584,786
29420496,108,329,828
63096000,275,320,717
38632293,151,393,651
7787520,24,338,960
60671710,127,505,946
131632059,299,571,771
11016324,27,484,843
38996958,91,473,906
30456038,146,337,619
113007440,280,494,817
2528400,7,516,700
38902000,106,367,1000
48316752,177,376,726
69024150,299,342,675
44572980,85,534,982
114605568,252,544,836
22506900,58,597,650
20050800,60,490,682
66038250,150,461,955
34095880,85,532,754
40766704,146,334,836
57798032,223,388,668
42927192,189,319,712
86278720,254,440,772
31155744,93,464,722
67572960,169,408,980
42019362,99,497,854
151868640,294,587,880
9666744,29,516,646
31894655,65,541,907
17483200,50,446,784
83508390,265,427,738
100509060,239,489,860
74470760,205,364,998
20242959,59,407,843
107573760,261,512,805
26729736,88,309,983
73190304,151,544,891
88513568,232,506,754
45109064,131,572,602
96325380,230,477,878
25268850,75,466,723
63162180,270,381,614
77107395,177,577,755
79031916,236,471,711
127428000,287,555,800
103333752,263,459,856
17688064,64,358,772
89379840,192,529,880
64165332,214,363,826
54638500,125,469,932
62266500,250,303,822
60947040,204,485,616
85989640,293,440,667
88742290,226,455,863
105840868,259,566,722
116171472,236,508,969
30970836,81,468,817
11106942,29,462,829
10932460,31,385,916
53221608,121,596,738
29482596,78,414,913
35089428,132,323,823
76775697,191,531,757
21977958,79,398,699
26084120,68,431,890
81440352,199,504,812
118133260,266,499,890
121245768,252,534,901
55397232,132,492,853
62360910,185,366,921
75844000,200,566,670
97595640,222,510,862
105441597,241,519,843
45011000,103,500,874
11044188,36,383,801
7694820,21,591,620
40047616,148,448,604
80797600,260,457,680
33853358,119,386,737
87398016,268,474,688
75638430,267,355,798
29870870,73,493,830
62704090,145,467,926
39197144,124,469,674
84236686,211,433,922
104886270,249,570,739
102425180,286,590,607
21398580,74,378,765
19553820,39,530,946
23877728,67,592,602
14292300,55,305,852
11451315,37,439,705
94967160,296,365,879
95960370,235,506,807
48981429,147,387,861
48257139,173,359,777
24268650,58,525,797
22090992,56,417,946
52171728,161,516,628
68556180,165,532,781
43641936,156,342,818
62345024,224,317,878
70561582,203,461,754
6955200,35,320,621
32622240,76,490,876
100921710,237,439,970
46085286,94,507,967
42788032,112,596,641
892980,2,451,990
27057035,71,383,995
33705288,67,548,918
74676168,189,404,978
49598640,182,360,757
78213632,256,314,973
80324148,151,582,914
82083840,256,334,960
426892,1,548,779
55578848,116,542,884
48977136,153,324,988
58529940,166,483,730
10218000,30,524,650
5886108,12,491,999
60463458,187,414,781
117863550,225,527,994
98669340,231,540,791
97538105,259,545,691
83495148,236,453,781
34364484,92,539,693
58371030,153,471,810
44793616,142,344,917
82457760,264,460,679
60825132,159,449,852
0,0,371,727
23878521,101,327,723
29831032,158,308,613
5812080,24,397,610
74475288,263,437,648
55786500,161,350,990
25559460,45,596,953
10151190,42,393,615
81430060,263,452,685
10647728,26,497,824
74447964,204,369,989
32493030,111,365,802
10231000,26,500,787
64083474,117,567,966
19233900,45,497,860
131832960,240,577,952
6831000,22,414,750
70906424,184,401,961
36576540,140,377,693
77848848,231,472,714
63089576,194,418,778
110100296,268,562,731
99219648,218,528,862
176476976,296,598,997
35139825,67,555,945
11702080,32,377,970
17387280,62,410,684
80681103,261,321,963
37742880,112,470,717
124602144,298,562,744
